download_date,reference_period,reference_date,release_date,vintage,abs_release_folder,source_page,table_001_file,table_013_file,table_x29_file,table_001_url,table_013_url,table_x29_url
2026-08-27,July 2026,2026-07-01T00:00:00Z,2026-08-20,2026-08-20,jul-2026,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/latest-release,62020001.xlsx,62020013.xlsx,62020X29.xlsx,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/jul-2026/62020001.xlsx,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/jul-2026/62020013.xlsx,https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia/jul-2026/62020X29.xlsx
