Level,ANZSCO_CODE,Title,State,Month,Vacancies
3,43,Hospitality Workers,VIC,2015-10-01,843.773
3,43,Hospitality Workers,VIC,2015-11-01,870.389
3,43,Hospitality Workers,VIC,2015-12-01,738.361
3,43,Hospitality Workers,VIC,2016-01-01,789.078
3,43,Hospitality Workers,VIC,2016-02-01,754.528
3,43,Hospitality Workers,VIC,2016-03-01,752.549
3,43,Hospitality Workers,VIC,2016-04-01,684.048
3,43,Hospitality Workers,VIC,2016-05-01,748.287
3,43,Hospitality Workers,VIC,2016-06-01,889.982
3,43,Hospitality Workers,VIC,2016-07-01,732.127
3,43,Hospitality Workers,VIC,2016-08-01,684.166
3,43,Hospitality Workers,VIC,2016-09-01,733.434
3,43,Hospitality Workers,VIC,2016-10-01,797.383
3,43,Hospitality Workers,VIC,2016-11-01,747.289
3,43,Hospitality Workers,VIC,2016-12-01,821.313
3,43,Hospitality Workers,VIC,2017-01-01,800.414
3,43,Hospitality Workers,VIC,2017-02-01,854.463
3,43,Hospitality Workers,VIC,2017-03-01,878.562
3,43,Hospitality Workers,VIC,2017-04-01,1033.813
3,43,Hospitality Workers,VIC,2017-05-01,994.689
3,43,Hospitality Workers,VIC,2017-06-01,1051.687
3,43,Hospitality Workers,VIC,2017-07-01,1198.18
3,43,Hospitality Workers,VIC,2017-08-01,1201.175
3,43,Hospitality Workers,VIC,2017-09-01,1110.407
3,43,Hospitality Workers,VIC,2017-10-01,1131.083
3,43,Hospitality Workers,VIC,2017-11-01,1188.334
3,43,Hospitality Workers,VIC,2017-12-01,1090.091
3,43,Hospitality Workers,VIC,2018-01-01,1091.722
3,43,Hospitality Workers,VIC,2018-02-01,1160.593
3,43,Hospitality Workers,VIC,2018-03-01,1223.847
3,43,Hospitality Workers,VIC,2018-04-01,1234.28
3,43,Hospitality Workers,VIC,2018-05-01,1310.78
3,43,Hospitality Workers,VIC,2018-06-01,1321.325
3,43,Hospitality Workers,VIC,2018-07-01,1378.172
3,43,Hospitality Workers,VIC,2018-08-01,1472.197
3,43,Hospitality Workers,VIC,2018-09-01,1329.256
3,43,Hospitality Workers,VIC,2018-10-01,1268.909
3,43,Hospitality Workers,VIC,2018-11-01,1205.857
3,43,Hospitality Workers,VIC,2018-12-01,1173.794
3,43,Hospitality Workers,VIC,2019-01-01,1220
3,43,Hospitality Workers,VIC,2019-02-01,1281.63
3,43,Hospitality Workers,VIC,2019-03-01,1279.829
3,43,Hospitality Workers,VIC,2019-04-01,1206.714
3,43,Hospitality Workers,VIC,2019-05-01,1284.306
3,43,Hospitality Workers,VIC,2019-06-01,1469.505
3,43,Hospitality Workers,VIC,2019-07-01,1626.693
3,43,Hospitality Workers,VIC,2019-08-01,1587.545
3,43,Hospitality Workers,VIC,2019-09-01,1621.002
3,43,Hospitality Workers,VIC,2019-10-01,1374.973
3,43,Hospitality Workers,VIC,2019-11-01,1273.222
3,43,Hospitality Workers,VIC,2019-12-01,1196.301
3,43,Hospitality Workers,VIC,2020-01-01,1288.966
3,43,Hospitality Workers,VIC,2020-02-01,1357.715
3,43,Hospitality Workers,VIC,2020-03-01,603.417
3,43,Hospitality Workers,VIC,2020-04-01,141.847
3,43,Hospitality Workers,VIC,2020-05-01,429.589
3,43,Hospitality Workers,VIC,2020-06-01,870.264
3,43,Hospitality Workers,VIC,2020-07-01,347.454
3,43,Hospitality Workers,VIC,2020-08-01,213.496
3,43,Hospitality Workers,VIC,2020-09-01,387.753
3,43,Hospitality Workers,VIC,2020-10-01,1074.9
3,43,Hospitality Workers,VIC,2020-11-01,2341.693
3,43,Hospitality Workers,VIC,2020-12-01,2036.227
3,43,Hospitality Workers,VIC,2021-01-01,1996.824
3,43,Hospitality Workers,VIC,2021-02-01,2141.824
3,43,Hospitality Workers,VIC,2021-03-01,2618.347
3,43,Hospitality Workers,VIC,2021-04-01,2860.088
3,43,Hospitality Workers,VIC,2021-05-01,2880.697
3,43,Hospitality Workers,VIC,2021-06-01,2231.621
3,43,Hospitality Workers,VIC,2021-07-01,2573.68
3,43,Hospitality Workers,VIC,2021-08-01,1453.419
3,43,Hospitality Workers,VIC,2021-09-01,1228.99
3,43,Hospitality Workers,VIC,2021-10-01,3254.664
3,43,Hospitality Workers,VIC,2021-11-01,3478.922
3,43,Hospitality Workers,VIC,2021-12-01,3275.632
3,43,Hospitality Workers,VIC,2022-01-01,3173.804
3,43,Hospitality Workers,VIC,2022-02-01,3838.658
3,43,Hospitality Workers,VIC,2022-03-01,4103.589
3,43,Hospitality Workers,VIC,2022-04-01,3945.694
3,43,Hospitality Workers,VIC,2022-05-01,4016.972
3,43,Hospitality Workers,VIC,2022-06-01,5141.194
3,43,Hospitality Workers,VIC,2022-07-01,3872.488
3,43,Hospitality Workers,VIC,2022-08-01,4008.036
3,43,Hospitality Workers,VIC,2022-09-01,3479.477
3,43,Hospitality Workers,VIC,2022-10-01,3106.293
3,43,Hospitality Workers,VIC,2022-11-01,2875.27
3,43,Hospitality Workers,VIC,2022-12-01,2543.739
3,43,Hospitality Workers,VIC,2023-01-01,2332.248
3,43,Hospitality Workers,VIC,2023-02-01,2831.894
3,43,Hospitality Workers,VIC,2023-03-01,2794.521
3,43,Hospitality Workers,VIC,2023-04-01,2885.419
3,43,Hospitality Workers,VIC,2023-05-01,2783.45
3,43,Hospitality Workers,VIC,2023-06-01,2762.38
3,43,Hospitality Workers,VIC,2023-07-01,3003.268
3,43,Hospitality Workers,VIC,2023-08-01,2645.532
3,43,Hospitality Workers,VIC,2023-09-01,2181.354
3,43,Hospitality Workers,VIC,2023-10-01,1690.248
3,43,Hospitality Workers,VIC,2023-11-01,1796.36
3,43,Hospitality Workers,VIC,2023-12-01,2026.447
3,43,Hospitality Workers,VIC,2024-01-01,2067.507
3,43,Hospitality Workers,VIC,2024-02-01,1831.66
3,43,Hospitality Workers,VIC,2024-03-01,2009.871
3,43,Hospitality Workers,VIC,2024-04-01,1807.378
3,43,Hospitality Workers,VIC,2024-05-01,1884.491
3,43,Hospitality Workers,VIC,2024-06-01,1624.46
3,43,Hospitality Workers,VIC,2024-07-01,1634.728
3,43,Hospitality Workers,VIC,2024-08-01,1591.781
3,43,Hospitality Workers,VIC,2024-09-01,1557.155
3,43,Hospitality Workers,VIC,2024-10-01,1426.518
3,43,Hospitality Workers,VIC,2024-11-01,1344.633
3,43,Hospitality Workers,VIC,2024-12-01,1190.433
3,43,Hospitality Workers,VIC,2025-01-01,763.596
3,43,Hospitality Workers,VIC,2025-02-01,756.492
3,43,Hospitality Workers,VIC,2025-03-01,739.01
3,43,Hospitality Workers,VIC,2025-04-01,742.904
3,43,Hospitality Workers,VIC,2025-05-01,652.43
3,43,Hospitality Workers,VIC,2025-06-01,651.288
3,43,Hospitality Workers,VIC,2025-07-01,629.77
3,43,Hospitality Workers,VIC,2025-08-01,663.692
3,43,Hospitality Workers,VIC,2025-09-01,645.059
3,43,Hospitality Workers,VIC,2025-10-01,675.372
3,43,Hospitality Workers,VIC,2025-11-01,630.056
3,43,Hospitality Workers,VIC,2025-12-01,656.391
3,43,Hospitality Workers,VIC,2026-01-01,716.705
3,43,Hospitality Workers,VIC,2026-02-01,762.046
3,43,Hospitality Workers,VIC,2026-03-01,655.307
3,43,Hospitality Workers,VIC,2026-04-01,667.379
3,43,Hospitality Workers,VIC,2026-05-01,703.223
3,43,Hospitality Workers,VIC,2026-06-01,711.602
3,43,Hospitality Workers,VIC,2026-07-01,823.199
3,44,Protective Service Workers,VIC,2006-01-01,354.681
3,44,Protective Service Workers,VIC,2006-02-01,353.577
3,44,Protective Service Workers,VIC,2006-03-01,394.091
3,44,Protective Service Workers,VIC,2006-04-01,298.189
3,44,Protective Service Workers,VIC,2006-05-01,287.43
3,44,Protective Service Workers,VIC,2006-06-01,274.447
3,44,Protective Service Workers,VIC,2006-07-01,341.844
3,44,Protective Service Workers,VIC,2006-08-01,283.843
3,44,Protective Service Workers,VIC,2006-09-01,308.123
3,44,Protective Service Workers,VIC,2006-10-01,317.145
3,44,Protective Service Workers,VIC,2006-11-01,301.714
3,44,Protective Service Workers,VIC,2006-12-01,351.011
3,44,Protective Service Workers,VIC,2007-01-01,324.187
3,44,Protective Service Workers,VIC,2007-02-01,304.699
3,44,Protective Service Workers,VIC,2007-03-01,334.313
3,44,Protective Service Workers,VIC,2007-04-01,321.744
3,44,Protective Service Workers,VIC,2007-05-01,360.971
3,44,Protective Service Workers,VIC,2007-06-01,359.278
3,44,Protective Service Workers,VIC,2007-07-01,358.278
3,44,Protective Service Workers,VIC,2007-08-01,332.288
3,44,Protective Service Workers,VIC,2007-09-01,357.331
3,44,Protective Service Workers,VIC,2007-10-01,358.612
3,44,Protective Service Workers,VIC,2007-11-01,348.096
3,44,Protective Service Workers,VIC,2007-12-01,334.982
3,44,Protective Service Workers,VIC,2008-01-01,343.415
3,44,Protective Service Workers,VIC,2008-02-01,341.427
3,44,Protective Service Workers,VIC,2008-03-01,324.52
3,44,Protective Service Workers,VIC,2008-04-01,370.622
3,44,Protective Service Workers,VIC,2008-05-01,349.791
3,44,Protective Service Workers,VIC,2008-06-01,324.746
3,44,Protective Service Workers,VIC,2008-07-01,340.693
3,44,Protective Service Workers,VIC,2008-08-01,305.622
3,44,Protective Service Workers,VIC,2008-09-01,284.251
3,44,Protective Service Workers,VIC,2008-10-01,271.693
3,44,Protective Service Workers,VIC,2008-11-01,276.081
3,44,Protective Service Workers,VIC,2008-12-01,245.49
3,44,Protective Service Workers,VIC,2009-01-01,247.319
3,44,Protective Service Workers,VIC,2009-02-01,241.97
3,44,Protective Service Workers,VIC,2009-03-01,232.501
3,44,Protective Service Workers,VIC,2009-04-01,252.565
3,44,Protective Service Workers,VIC,2009-05-01,202.869
3,44,Protective Service Workers,VIC,2009-06-01,236.689
3,44,Protective Service Workers,VIC,2009-07-01,205.385
3,44,Protective Service Workers,VIC,2009-08-01,223.914
3,44,Protective Service Workers,VIC,2009-09-01,188.441
3,44,Protective Service Workers,VIC,2009-10-01,219.078
3,44,Protective Service Workers,VIC,2009-11-01,217.25
3,44,Protective Service Workers,VIC,2009-12-01,259.139
3,44,Protective Service Workers,VIC,2010-01-01,194.418
3,44,Protective Service Workers,VIC,2010-02-01,198.203
3,44,Protective Service Workers,VIC,2010-03-01,191.079
3,44,Protective Service Workers,VIC,2010-04-01,162.456
3,44,Protective Service Workers,VIC,2010-05-01,143.247
3,44,Protective Service Workers,VIC,2010-06-01,162.797
3,44,Protective Service Workers,VIC,2010-07-01,165.342
3,44,Protective Service Workers,VIC,2010-08-01,198.151
3,44,Protective Service Workers,VIC,2010-09-01,204.489
3,44,Protective Service Workers,VIC,2010-10-01,186.115
3,44,Protective Service Workers,VIC,2010-11-01,186.015
3,44,Protective Service Workers,VIC,2010-12-01,196.404
3,44,Protective Service Workers,VIC,2011-01-01,202.772
3,44,Protective Service Workers,VIC,2011-02-01,180.622
3,44,Protective Service Workers,VIC,2011-03-01,189.939
3,44,Protective Service Workers,VIC,2011-04-01,187.51
3,44,Protective Service Workers,VIC,2011-05-01,191.902
3,44,Protective Service Workers,VIC,2011-06-01,176.673
3,44,Protective Service Workers,VIC,2011-07-01,219.268
3,44,Protective Service Workers,VIC,2011-08-01,168.591
3,44,Protective Service Workers,VIC,2011-09-01,166.81
3,44,Protective Service Workers,VIC,2011-10-01,166.294
3,44,Protective Service Workers,VIC,2011-11-01,170.708
3,44,Protective Service Workers,VIC,2011-12-01,156.472
3,44,Protective Service Workers,VIC,2012-01-01,142.373
3,44,Protective Service Workers,VIC,2012-02-01,169.706
3,44,Protective Service Workers,VIC,2012-03-01,170.012
3,44,Protective Service Workers,VIC,2012-04-01,146.403
3,44,Protective Service Workers,VIC,2012-05-01,167.655
3,44,Protective Service Workers,VIC,2012-06-01,154.503
3,44,Protective Service Workers,VIC,2012-07-01,145.667
3,44,Protective Service Workers,VIC,2012-08-01,139.47
3,44,Protective Service Workers,VIC,2012-09-01,131.106
3,44,Protective Service Workers,VIC,2012-10-01,95.399
3,44,Protective Service Workers,VIC,2012-11-01,121.053
3,44,Protective Service Workers,VIC,2012-12-01,133.284
3,44,Protective Service Workers,VIC,2013-01-01,124.23
3,44,Protective Service Workers,VIC,2013-02-01,116.529
3,44,Protective Service Workers,VIC,2013-03-01,109.756
3,44,Protective Service Workers,VIC,2013-04-01,108.345
3,44,Protective Service Workers,VIC,2013-05-01,149.912
3,44,Protective Service Workers,VIC,2013-06-01,116.505
3,44,Protective Service Workers,VIC,2013-07-01,107.543
3,44,Protective Service Workers,VIC,2013-08-01,116.125
3,44,Protective Service Workers,VIC,2013-09-01,107.936
3,44,Protective Service Workers,VIC,2013-10-01,112.61
3,44,Protective Service Workers,VIC,2013-11-01,148.652
3,44,Protective Service Workers,VIC,2013-12-01,111.107
3,44,Protective Service Workers,VIC,2014-01-01,119.945
3,44,Protective Service Workers,VIC,2014-02-01,131.349
3,44,Protective Service Workers,VIC,2014-03-01,119.398
3,44,Protective Service Workers,VIC,2014-04-01,114.776
3,44,Protective Service Workers,VIC,2014-05-01,116.569
3,44,Protective Service Workers,VIC,2014-06-01,147.462
3,44,Protective Service Workers,VIC,2014-07-01,113.611
3,44,Protective Service Workers,VIC,2014-08-01,122.15
3,44,Protective Service Workers,VIC,2014-09-01,130.238
3,44,Protective Service Workers,VIC,2014-10-01,129.56
3,44,Protective Service Workers,VIC,2014-11-01,119.939
3,44,Protective Service Workers,VIC,2014-12-01,133.509
3,44,Protective Service Workers,VIC,2015-01-01,135.723
3,44,Protective Service Workers,VIC,2015-02-01,127.176
3,44,Protective Service Workers,VIC,2015-03-01,144.643
3,44,Protective Service Workers,VIC,2015-04-01,140.692
3,44,Protective Service Workers,VIC,2015-05-01,113.697
3,44,Protective Service Workers,VIC,2015-06-01,115.164
3,44,Protective Service Workers,VIC,2015-07-01,137.566
3,44,Protective Service Workers,VIC,2015-08-01,114.267
3,44,Protective Service Workers,VIC,2015-09-01,139.35
3,44,Protective Service Workers,VIC,2015-10-01,133.601
3,44,Protective Service Workers,VIC,2015-11-01,128.035
3,44,Protective Service Workers,VIC,2015-12-01,119.652
3,44,Protective Service Workers,VIC,2016-01-01,155.68
3,44,Protective Service Workers,VIC,2016-02-01,117.484
3,44,Protective Service Workers,VIC,2016-03-01,106.693
3,44,Protective Service Workers,VIC,2016-04-01,129.165
3,44,Protective Service Workers,VIC,2016-05-01,149.983
3,44,Protective Service Workers,VIC,2016-06-01,138.181
3,44,Protective Service Workers,VIC,2016-07-01,166.732
3,44,Protective Service Workers,VIC,2016-08-01,159.194
3,44,Protective Service Workers,VIC,2016-09-01,163.221
3,44,Protective Service Workers,VIC,2016-10-01,144.723
3,44,Protective Service Workers,VIC,2016-11-01,182.961
3,44,Protective Service Workers,VIC,2016-12-01,186.507
3,44,Protective Service Workers,VIC,2017-01-01,160.996
3,44,Protective Service Workers,VIC,2017-02-01,166.924
3,44,Protective Service Workers,VIC,2017-03-01,168.655
3,44,Protective Service Workers,VIC,2017-04-01,235.406
3,44,Protective Service Workers,VIC,2017-05-01,182.665
3,44,Protective Service Workers,VIC,2017-06-01,199.307
3,44,Protective Service Workers,VIC,2017-07-01,156.315
3,44,Protective Service Workers,VIC,2017-08-01,205.659
3,44,Protective Service Workers,VIC,2017-09-01,177.606
3,44,Protective Service Workers,VIC,2017-10-01,185.198
3,44,Protective Service Workers,VIC,2017-11-01,174.837
3,44,Protective Service Workers,VIC,2017-12-01,163.357
3,44,Protective Service Workers,VIC,2018-01-01,198.722
3,44,Protective Service Workers,VIC,2018-02-01,189.971
3,44,Protective Service Workers,VIC,2018-03-01,256.629
3,44,Protective Service Workers,VIC,2018-04-01,208.681
3,44,Protective Service Workers,VIC,2018-05-01,182.374
3,44,Protective Service Workers,VIC,2018-06-01,192.805
3,44,Protective Service Workers,VIC,2018-07-01,171.017
3,44,Protective Service Workers,VIC,2018-08-01,180.4
3,44,Protective Service Workers,VIC,2018-09-01,172.735
3,44,Protective Service Workers,VIC,2018-10-01,208.744
3,44,Protective Service Workers,VIC,2018-11-01,192.922
3,44,Protective Service Workers,VIC,2018-12-01,185.015
3,44,Protective Service Workers,VIC,2019-01-01,190.577
3,44,Protective Service Workers,VIC,2019-02-01,241.071
3,44,Protective Service Workers,VIC,2019-03-01,182.944
3,44,Protective Service Workers,VIC,2019-04-01,183.801
3,44,Protective Service Workers,VIC,2019-05-01,191.876
3,44,Protective Service Workers,VIC,2019-06-01,167.095
3,44,Protective Service Workers,VIC,2019-07-01,167.862
3,44,Protective Service Workers,VIC,2019-08-01,171.594
3,44,Protective Service Workers,VIC,2019-09-01,179.969
3,44,Protective Service Workers,VIC,2019-10-01,173.437
3,44,Protective Service Workers,VIC,2019-11-01,154.136
3,44,Protective Service Workers,VIC,2019-12-01,165.317
3,44,Protective Service Workers,VIC,2020-01-01,158.014
3,44,Protective Service Workers,VIC,2020-02-01,158.397
3,44,Protective Service Workers,VIC,2020-03-01,140.314
3,44,Protective Service Workers,VIC,2020-04-01,116.656
3,44,Protective Service Workers,VIC,2020-05-01,101.32
3,44,Protective Service Workers,VIC,2020-06-01,149.886
3,44,Protective Service Workers,VIC,2020-07-01,149.037
3,44,Protective Service Workers,VIC,2020-08-01,128.427
3,44,Protective Service Workers,VIC,2020-09-01,140.819
3,44,Protective Service Workers,VIC,2020-10-01,131.613
3,44,Protective Service Workers,VIC,2020-11-01,156.435
3,44,Protective Service Workers,VIC,2020-12-01,180.763
3,44,Protective Service Workers,VIC,2021-01-01,184.291
3,44,Protective Service Workers,VIC,2021-02-01,193.082
3,44,Protective Service Workers,VIC,2021-03-01,209.756
3,44,Protective Service Workers,VIC,2021-04-01,252.007
3,44,Protective Service Workers,VIC,2021-05-01,310.242
3,44,Protective Service Workers,VIC,2021-06-01,228.163
3,44,Protective Service Workers,VIC,2021-07-01,227.092
3,44,Protective Service Workers,VIC,2021-08-01,245.51
3,44,Protective Service Workers,VIC,2021-09-01,230.195
3,44,Protective Service Workers,VIC,2021-10-01,286.027
3,44,Protective Service Workers,VIC,2021-11-01,341.514
3,44,Protective Service Workers,VIC,2021-12-01,274.072
3,44,Protective Service Workers,VIC,2022-01-01,302.105
3,44,Protective Service Workers,VIC,2022-02-01,291.425
3,44,Protective Service Workers,VIC,2022-03-01,296.776
3,44,Protective Service Workers,VIC,2022-04-01,250.069
3,44,Protective Service Workers,VIC,2022-05-01,288.636
3,44,Protective Service Workers,VIC,2022-06-01,330.591
3,44,Protective Service Workers,VIC,2022-07-01,362.446
3,44,Protective Service Workers,VIC,2022-08-01,497.292
3,44,Protective Service Workers,VIC,2022-09-01,410.589
3,44,Protective Service Workers,VIC,2022-10-01,361.951
3,44,Protective Service Workers,VIC,2022-11-01,396.913
3,44,Protective Service Workers,VIC,2022-12-01,422.604
3,44,Protective Service Workers,VIC,2023-01-01,410.04
3,44,Protective Service Workers,VIC,2023-02-01,415.389
3,44,Protective Service Workers,VIC,2023-03-01,390.009
3,44,Protective Service Workers,VIC,2023-04-01,449.485
3,44,Protective Service Workers,VIC,2023-05-01,425.458
3,44,Protective Service Workers,VIC,2023-06-01,361.541
3,44,Protective Service Workers,VIC,2023-07-01,373.463
3,44,Protective Service Workers,VIC,2023-08-01,311.241
3,44,Protective Service Workers,VIC,2023-09-01,295.089
3,44,Protective Service Workers,VIC,2023-10-01,303.326
3,44,Protective Service Workers,VIC,2023-11-01,290.543
3,44,Protective Service Workers,VIC,2023-12-01,244.886
3,44,Protective Service Workers,VIC,2024-01-01,234.377
3,44,Protective Service Workers,VIC,2024-02-01,251.521
3,44,Protective Service Workers,VIC,2024-03-01,248.555
3,44,Protective Service Workers,VIC,2024-04-01,219.56
3,44,Protective Service Workers,VIC,2024-05-01,211.797
3,44,Protective Service Workers,VIC,2024-06-01,231.193
3,44,Protective Service Workers,VIC,2024-07-01,225.326
3,44,Protective Service Workers,VIC,2024-08-01,230.459
3,44,Protective Service Workers,VIC,2024-09-01,231.131
3,44,Protective Service Workers,VIC,2024-10-01,177.618
3,44,Protective Service Workers,VIC,2024-11-01,180.267
3,44,Protective Service Workers,VIC,2024-12-01,210.709
3,44,Protective Service Workers,VIC,2025-01-01,208.448
3,44,Protective Service Workers,VIC,2025-02-01,196.072
3,44,Protective Service Workers,VIC,2025-03-01,206.101
3,44,Protective Service Workers,VIC,2025-04-01,205.029
3,44,Protective Service Workers,VIC,2025-05-01,196.365
3,44,Protective Service Workers,VIC,2025-06-01,184.449
3,44,Protective Service Workers,VIC,2025-07-01,189.823
3,44,Protective Service Workers,VIC,2025-08-01,206.377
3,44,Protective Service Workers,VIC,2025-09-01,198.527
3,44,Protective Service Workers,VIC,2025-10-01,202.764
3,44,Protective Service Workers,VIC,2025-11-01,202.867
3,44,Protective Service Workers,VIC,2025-12-01,207.314
3,44,Protective Service Workers,VIC,2026-01-01,203.238
3,44,Protective Service Workers,VIC,2026-02-01,205.281
3,44,Protective Service Workers,VIC,2026-03-01,219.257
3,44,Protective Service Workers,VIC,2026-04-01,229.815
3,44,Protective Service Workers,VIC,2026-05-01,242.007
3,44,Protective Service Workers,VIC,2026-06-01,252.797
3,44,Protective Service Workers,VIC,2026-07-01,218.99
3,45,"Sports, Travel and Personal Service Workers",VIC,2006-01-01,339.541
3,45,"Sports, Travel and Personal Service Workers",VIC,2006-02-01,395.909
3,45,"Sports, Travel and Personal Service Workers",VIC,2006-03-01,427.398
3,45,"Sports, Travel and Personal Service Workers",VIC,2006-04-01,415.85
3,45,"Sports, Travel and Personal Service Workers",VIC,2006-05-01,395.179
3,45,"Sports, Travel and Personal Service Workers",VIC,2006-06-01,396.02
3,45,"Sports, Travel and Personal Service Workers",VIC,2006-07-01,417.993
3,45,"Sports, Travel and Personal Service Workers",VIC,2006-08-01,402.21
3,45,"Sports, Travel and Personal Service Workers",VIC,2006-09-01,400.025
3,45,"Sports, Travel and Personal Service Workers",VIC,2006-10-01,417.933
3,45,"Sports, Travel and Personal Service Workers",VIC,2006-11-01,520.153
3,45,"Sports, Travel and Personal Service Workers",VIC,2006-12-01,453.127
3,45,"Sports, Travel and Personal Service Workers",VIC,2007-01-01,502.021
3,45,"Sports, Travel and Personal Service Workers",VIC,2007-02-01,541.863
3,45,"Sports, Travel and Personal Service Workers",VIC,2007-03-01,523.959
3,45,"Sports, Travel and Personal Service Workers",VIC,2007-04-01,537.076
3,45,"Sports, Travel and Personal Service Workers",VIC,2007-05-01,537.285
3,45,"Sports, Travel and Personal Service Workers",VIC,2007-06-01,460.258
3,45,"Sports, Travel and Personal Service Workers",VIC,2007-07-01,496.034
3,45,"Sports, Travel and Personal Service Workers",VIC,2007-08-01,568.98
3,45,"Sports, Travel and Personal Service Workers",VIC,2007-09-01,586.441
3,45,"Sports, Travel and Personal Service Workers",VIC,2007-10-01,539.278
3,45,"Sports, Travel and Personal Service Workers",VIC,2007-11-01,532.449
3,45,"Sports, Travel and Personal Service Workers",VIC,2007-12-01,622.013
3,45,"Sports, Travel and Personal Service Workers",VIC,2008-01-01,588.508
3,45,"Sports, Travel and Personal Service Workers",VIC,2008-02-01,530.893
3,45,"Sports, Travel and Personal Service Workers",VIC,2008-03-01,532.159
3,45,"Sports, Travel and Personal Service Workers",VIC,2008-04-01,540.855
3,45,"Sports, Travel and Personal Service Workers",VIC,2008-05-01,585.419
3,45,"Sports, Travel and Personal Service Workers",VIC,2008-06-01,570.457
3,45,"Sports, Travel and Personal Service Workers",VIC,2008-07-01,562.628
3,45,"Sports, Travel and Personal Service Workers",VIC,2008-08-01,505.59
3,45,"Sports, Travel and Personal Service Workers",VIC,2008-09-01,483.02
3,45,"Sports, Travel and Personal Service Workers",VIC,2008-10-01,472.427
3,45,"Sports, Travel and Personal Service Workers",VIC,2008-11-01,439.163
3,45,"Sports, Travel and Personal Service Workers",VIC,2008-12-01,384.298
3,45,"Sports, Travel and Personal Service Workers",VIC,2009-01-01,360.227
3,45,"Sports, Travel and Personal Service Workers",VIC,2009-02-01,346.346
3,45,"Sports, Travel and Personal Service Workers",VIC,2009-03-01,284.727
3,45,"Sports, Travel and Personal Service Workers",VIC,2009-04-01,347.984
3,45,"Sports, Travel and Personal Service Workers",VIC,2009-05-01,308.917
3,45,"Sports, Travel and Personal Service Workers",VIC,2009-06-01,378.726
3,45,"Sports, Travel and Personal Service Workers",VIC,2009-07-01,351.166
3,45,"Sports, Travel and Personal Service Workers",VIC,2009-08-01,353.098
3,45,"Sports, Travel and Personal Service Workers",VIC,2009-09-01,364.291
3,45,"Sports, Travel and Personal Service Workers",VIC,2009-10-01,419.692
3,45,"Sports, Travel and Personal Service Workers",VIC,2009-11-01,444.958
3,45,"Sports, Travel and Personal Service Workers",VIC,2009-12-01,416.869
3,45,"Sports, Travel and Personal Service Workers",VIC,2010-01-01,433.776
3,45,"Sports, Travel and Personal Service Workers",VIC,2010-02-01,457.797
3,45,"Sports, Travel and Personal Service Workers",VIC,2010-03-01,432.355
3,45,"Sports, Travel and Personal Service Workers",VIC,2010-04-01,362.886
3,45,"Sports, Travel and Personal Service Workers",VIC,2010-05-01,393.924
3,45,"Sports, Travel and Personal Service Workers",VIC,2010-06-01,399.063
3,45,"Sports, Travel and Personal Service Workers",VIC,2010-07-01,392.174
3,45,"Sports, Travel and Personal Service Workers",VIC,2010-08-01,399.942
3,45,"Sports, Travel and Personal Service Workers",VIC,2010-09-01,398.486
3,45,"Sports, Travel and Personal Service Workers",VIC,2010-10-01,372.115
3,45,"Sports, Travel and Personal Service Workers",VIC,2010-11-01,353.678
3,45,"Sports, Travel and Personal Service Workers",VIC,2010-12-01,405.411
3,45,"Sports, Travel and Personal Service Workers",VIC,2011-01-01,394.448
3,45,"Sports, Travel and Personal Service Workers",VIC,2011-02-01,398.166
3,45,"Sports, Travel and Personal Service Workers",VIC,2011-03-01,396.065
3,45,"Sports, Travel and Personal Service Workers",VIC,2011-04-01,381.987
3,45,"Sports, Travel and Personal Service Workers",VIC,2011-05-01,416.202
3,45,"Sports, Travel and Personal Service Workers",VIC,2011-06-01,353.843
3,45,"Sports, Travel and Personal Service Workers",VIC,2011-07-01,420.098
3,45,"Sports, Travel and Personal Service Workers",VIC,2011-08-01,400.967
3,45,"Sports, Travel and Personal Service Workers",VIC,2011-09-01,382.208
3,45,"Sports, Travel and Personal Service Workers",VIC,2011-10-01,395.313
3,45,"Sports, Travel and Personal Service Workers",VIC,2011-11-01,378.686
3,45,"Sports, Travel and Personal Service Workers",VIC,2011-12-01,374.821
3,45,"Sports, Travel and Personal Service Workers",VIC,2012-01-01,370.315
3,45,"Sports, Travel and Personal Service Workers",VIC,2012-02-01,363.192
3,45,"Sports, Travel and Personal Service Workers",VIC,2012-03-01,382.355
3,45,"Sports, Travel and Personal Service Workers",VIC,2012-04-01,372.8
3,45,"Sports, Travel and Personal Service Workers",VIC,2012-05-01,383.253
3,45,"Sports, Travel and Personal Service Workers",VIC,2012-06-01,342.853
3,45,"Sports, Travel and Personal Service Workers",VIC,2012-07-01,307.371
3,45,"Sports, Travel and Personal Service Workers",VIC,2012-08-01,348.045
3,45,"Sports, Travel and Personal Service Workers",VIC,2012-09-01,367.548
3,45,"Sports, Travel and Personal Service Workers",VIC,2012-10-01,330.514
3,45,"Sports, Travel and Personal Service Workers",VIC,2012-11-01,346.439
3,45,"Sports, Travel and Personal Service Workers",VIC,2012-12-01,340.768
3,45,"Sports, Travel and Personal Service Workers",VIC,2013-01-01,324.034
3,45,"Sports, Travel and Personal Service Workers",VIC,2013-02-01,336.855
3,45,"Sports, Travel and Personal Service Workers",VIC,2013-03-01,337.852
3,45,"Sports, Travel and Personal Service Workers",VIC,2013-04-01,274.808
3,45,"Sports, Travel and Personal Service Workers",VIC,2013-05-01,337.123
3,45,"Sports, Travel and Personal Service Workers",VIC,2013-06-01,375.957
