data_reference_period,data_release_date,data_vintage,data_download_date,date,employed,unemployment_rate,participation_rate,youth_unemployment_rate,underemployment_rate,youth_underemployment_rate,underutilisation_rate,youth_underutilisation_rate,youth_unemployment_gap,youth_underemployment_gap,youth_underutilisation_gap,cal_underutilisation_rate,underutilisation_diff
July 2026,2026-08-20,2026-08-20,2026-08-27,2012-03-01,11333.4077972,5.1831952,65.3448295,11.7740829,7.2347088,13.9612394,12.4179039,25.7353223,6.5908877,6.7265306,13.3174184,12.417904,-9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2012-04-01,11322.0236015,4.9949334,65.0579994,10.8969611,7.2948948,14.2131895,12.2898282,25.1101506,5.9020277000000005,6.918294700000001,12.8203224,12.289828199999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2012-05-01,11364.0519834,5.2004639,65.3489503,12.1336336,7.3543496,14.1913196,12.5548134,26.3249531,6.9331697,6.83697,13.770139699999998,12.5548135,-9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2012-06-01,11338.5664411,5.1623932,65.0846144,11.6041978,7.1835195,13.671141,12.3459127,25.2753388,6.441804599999999,6.4876215,12.9294261,12.3459127,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2012-07-01,11348.5136653,5.1823561,65.0596386,11.9285295,7.0615997,13.1289051,12.2439559,25.0574346,6.7461734,6.0673054,12.813478700000001,12.2439558,9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2012-08-01,11360.7662549,5.1570308,65.0169082,11.5027124,6.9140703,13.142197,12.0711011,24.6449093,6.3456816,6.2281267,12.573808199999998,12.0711011,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2012-09-01,11389.9758324,5.4883329,65.3166844,11.9588061,6.8463205,12.7427381,12.3346535,24.7015442,6.470473200000001,5.8964176,12.3668907,12.3346534,9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2012-10-01,11391.0417178,5.4104396,65.1794452,12.1171144,6.9918017,13.0975448,12.4022413,25.2146592,6.7066748,6.1057431,12.8124179,12.4022413,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2012-11-01,11385.1262567,5.256884,64.9508857,11.6422995,7.0423717,13.1210766,12.2992557,24.7633761,6.3854155,6.0787049,12.464120399999999,12.2992557,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2012-12-01,11396.7550128,5.4324415,65.0487914,12.1016365,7.0234038,13.0383399,12.4558453,25.1399763,6.669194999999999,6.014936100000001,12.684131,12.4558453,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2013-01-01,11470.074299,5.3895232,65.3290421,12.0119573,6.9845374,13.519984,12.3740606,25.5319414,6.6224341,6.535446599999999,13.157880800000001,12.3740606,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2013-02-01,11468.7363858,5.3943354,65.2165712,12.1321268,7.0459817,13.1626978,12.4403171,25.2948245,6.7377914,6.1167161000000005,12.854507400000001,12.4403171,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2013-03-01,11435.0794909,5.6404477,65.0870111,12.2346822,7.2274667,13.8749075,12.8679145,26.1095897,6.5942345,6.647440800000001,13.241675200000001,12.8679144,9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2013-04-01,11467.3151245,5.5891046,65.1500804,11.6942575,7.2107317,14.3302956,12.7998363,26.0245531,6.105152900000001,7.119563899999999,13.224716799999998,12.799836299999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2013-05-01,11457.6413181,5.6097768,65.0247269,11.6753355,7.460552,15.1510695,13.0703288,26.826405,6.0655586999999995,7.6905175,13.7560762,13.070328799999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2013-06-01,11470.1492865,5.6949235,65.0698953,11.8076837,7.5453994,14.8093585,13.2403229,26.6170422,6.1127602,7.2639591,13.3767193,13.240322899999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2013-07-01,11457.2796377,5.6357015,64.8681795,11.8690589,7.3833864,14.0202158,13.0190879,25.8892747,6.233357400000001,6.636829400000001,12.8701868,13.019087899999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2013-08-01,11459.5994372,5.8436797,64.9367452,12.8143264,7.5859943,14.3159315,13.429674,27.1302579,6.9706467000000005,6.729937199999999,13.7005839,13.429674,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2013-09-01,11474.1582818,5.706468,64.8369955,12.736398,7.4543859,14.1721054,13.1608539,26.9085035,7.029929999999999,6.717719499999999,13.747649599999999,13.1608539,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2013-10-01,11470.5980894,5.823086,64.8313858,13.0388567,7.5156032,14.5964984,13.3386892,27.6353551,7.2157707,7.0808952,14.296665900000002,13.338689200000001,-1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2013-11-01,11449.254291,5.7963953,64.6269299,12.2441376,7.4686334,15.0287391,13.2650287,27.2728767,6.4477423,7.560105699999999,14.007848000000001,13.2650287,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2013-12-01,11419.1479117,5.900763,64.4632327,12.4815876,7.5119681,15.1664485,13.4127311,27.648036,6.580824599999999,7.6544804,14.235304900000001,13.4127311,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2014-01-01,11453.2924702,5.9470849,64.5785377,12.2867976,7.3432372,14.987892,13.2903222,27.2746896,6.3397127,7.6446548000000005,13.984367399999998,13.290322100000001,9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2014-02-01,11478.9139921,5.8764362,64.565348,12.7463406,7.50141,15.1085971,13.3778461,27.8549377,6.8699044,7.607187100000001,14.477091600000001,13.3778462,-1.0000000116860974e-7
July 2026,2026-08-20,2026-08-20,2026-08-27,2014-03-01,11532.221047000001,5.875191,64.7551089,12.5706407,7.5347351,15.1787275,13.4099261,27.7493683,6.6954497,7.643992400000001,14.3394422,13.4099261,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2014-04-01,11537.919106,5.8046599,64.6754718,12.8739763,7.6546237,15.3491578,13.4592836,28.2231341,7.069316400000001,7.6945341,14.7638505,13.4592836,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2014-05-01,11512.8635452,5.9300032,64.558071,13.4519812,7.7656841,15.7347717,13.6956873,29.1867529,7.521978000000001,7.9690876,15.491065599999999,13.6956873,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2014-06-01,11528.6864148,6.0483749,64.6652586,13.3796346,7.9265884,16.4668232,13.9749633,29.8464578,7.3312596999999995,8.5402348,15.871494499999999,13.974963299999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2014-07-01,11545.348511100001,6.1713253,64.7636175,13.6476553,8.3071401,17.4732163,14.4784654,31.1208716,7.47633,9.166076200000001,16.642406200000003,14.478465400000001,-1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2014-08-01,11548.8101592,6.1004595,64.6544294,13.3719143,8.3910955,16.9954536,14.491555,30.3673678,7.2714548,8.6043581,15.8758128,14.491555000000002,-1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2014-09-01,11547.1525875,6.2368326,64.6595395,13.6633159,8.8149092,17.58549,15.0517418,31.2488059,7.426483300000001,8.7705808,16.1970641,15.0517418,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2014-10-01,11542.3722686,6.3573323,64.644418,14.3817178,8.2031087,16.3515208,14.560441,30.7332386,8.024385500000001,8.1484121,16.1727976,14.560441,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2014-11-01,11542.1011492,6.2968366,64.5298377,14.2387055,8.6458368,17.1841502,14.9426735,31.4228557,7.9418689,8.538313400000002,16.4801822,14.9426734,9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2014-12-01,11598.7865478,6.106007,64.6435971,13.1147244,8.444766,17.3158351,14.550773,30.4305595,7.0087174,8.871069100000001,15.879786500000002,14.550773,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2015-01-01,11608.3711596,6.3516103,64.766562,14.1876864,8.5272232,17.4358707,14.8788335,31.6235571,7.8360761000000005,8.908647499999999,16.7447236,14.878833499999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2015-02-01,11673.7168625,6.153363,64.8934024,13.4157805,8.5261943,17.2055414,14.6795573,30.6213219,7.262417500000001,8.679347100000001,15.9417646,14.679557299999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2015-03-01,11693.5519469,6.1034653,64.8691429,13.5283975,8.1517766,17.1639639,14.2552419,30.6923614,7.424932200000001,9.012187299999999,16.4371195,14.2552419,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2015-04-01,11692.1625495,6.1126588,64.8025524,13.3109153,8.3248186,16.7962407,14.4374774,30.107156,7.198256499999999,8.471422099999998,15.6696786,14.4374774,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2015-05-01,11733.6075531,5.9311165,64.8415475,13.3984578,8.38765,17.3626264,14.3187665,30.7610842,7.467341299999999,8.9749764,16.442317699999997,14.3187665,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2015-06-01,11727.4244385,6.0076109,64.7950292,13.0812334,8.3856359,17.2188903,14.3932468,30.3001238,7.0736225,8.833254400000001,15.906877000000001,14.3932468,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2015-07-01,11760.562754,6.27376,65.0832595,13.6289836,8.6470874,17.4571274,14.9208474,31.086111,7.3552235999999995,8.81004,16.1652636,14.9208474,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2015-08-01,11764.7069607,6.0873908,64.8979568,13.0067321,8.4211644,17.3173449,14.5085552,30.3240771,6.919341300000001,8.896180499999998,15.8155219,14.5085552,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2015-09-01,11783.9484494,6.1742735,64.9852323,12.8285099,8.7754193,17.5199641,14.9496929,30.3484739,6.6542364,8.7445448,15.398780999999998,14.9496928,1.0000000116860974e-7
July 2026,2026-08-20,2026-08-20,2026-08-27,2015-10-01,11860.8701643,5.9120712,65.1541051,12.5956904,8.707233,17.6416201,14.6193043,30.2373105,6.683619200000001,8.9343871,15.6180062,14.6193042,9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2015-11-01,11893.6187899,5.8503965000000004,65.2181637,12.209681,8.5757925,17.5788931,14.426189,29.7885742,6.359284499999999,9.003100599999998,15.362385199999999,14.426189,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2015-12-01,11907.8349591,5.7411302,65.1475483,12.1584217,8.455158,17.1208293,14.1962883,29.279251,6.4172915,8.6656713,15.082962699999998,14.196288200000001,9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2016-01-01,11912.616502,6.0411691,65.2719409,12.6949975,8.5227521,17.3835921,14.5639211,30.0785896,6.653828399999999,8.860840000000001,15.5146685,14.5639212,-9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2016-02-01,11926.3419635,5.6944376,64.9976646,11.7255992,8.3741817,17.7021725,14.0686193,29.4277717,6.0311616,9.3279908,15.359152400000001,14.068619299999998,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2016-03-01,11941.7499902,5.6535784,64.9444836,11.8413954,8.3869021,17.3145925,14.0404805,29.155988,6.187817,8.9276904,15.115507500000001,14.040480500000001,-1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2016-04-01,11948.2030954,5.6454337,64.9003227,12.0856517,8.6195674,16.8344629,14.2650011,28.9201146,6.440218,8.214895499999999,14.655113500000002,14.2650011,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2016-05-01,11941.8445671,5.7217096,64.8447639,12.4626754,8.3382655,16.5487808,14.0599751,29.0114562,6.740965800000001,8.210515299999999,14.9514811,14.059975099999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2016-06-01,11962.8486561,5.6953378,64.8672092,13.0174726,8.7867895,17.5054315,14.4821273,30.5229041,7.3221348,8.718642000000001,16.040776800000003,14.482127299999998,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2016-07-01,11996.1261687,5.6929996,64.9475319,13.2212559,9.026256,18.1105515,14.7192556,31.3318074,7.528256299999999,9.0842955,16.6125518,14.7192556,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2016-08-01,11955.9072853,5.6149592,64.5797424,12.8077975,8.7746816,17.7357862,14.3896408,30.5435837,7.192838299999999,8.9611046,16.153942899999997,14.389640799999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2016-09-01,11942.4163618,5.6648606,64.4448099,12.7340068,8.7015924,17.6604915,14.366453,30.3944983,7.0691462,8.9588991,16.0280453,14.366453,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2016-10-01,11961.1096327,5.5965117,64.4191648,12.7495319,8.5094464,16.5625048,14.1059581,29.3120367,7.153020199999999,8.0530584,15.2060786,14.105958099999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2016-11-01,11987.3526285,5.767118,64.5974586,13.7338553,8.4831731,17.1746378,14.2502911,30.9084931,7.9667373,8.6914647,16.658202000000003,14.2502911,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2016-12-01,12017.832611,5.8365872,64.7295117,13.3819981,8.5709412,17.6240582,14.4075283,31.0060564,7.5454109,9.053117,16.5985281,14.4075284,-1.0000000116860974e-7
July 2026,2026-08-20,2026-08-20,2026-08-27,2017-01-01,12039.2807197,5.6837552,64.6205759,12.3612489,8.7440737,17.8837053,14.4278289,30.2449541,6.677493699999999,9.1396316,15.817125200000001,14.4278289,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2017-02-01,12015.1980877,5.8932819,64.5159578,13.0244569,8.9852327,19.0275047,14.8785146,32.0519616,7.131175000000001,10.042272000000002,17.173446999999996,14.878514599999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2017-03-01,12075.6247051,5.8459821,64.6887809,13.117849,8.5930105,17.4139151,14.4389925,30.5317641,7.2718669,8.8209046,16.0927716,14.438992599999999,-9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2017-04-01,12132.8862715,5.6091985,64.7579981,12.6210393,8.7300533,18.4510875,14.3392518,31.0721268,7.0118408,9.7210342,16.732875,14.3392518,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2017-05-01,12164.8430436,5.547534,64.8117014,12.5798976,8.7339425,18.3898141,14.2814765,30.9697116,7.032363600000001,9.6558716,16.6882351,14.2814765,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2017-06-01,12197.1356739,5.6228683,64.9610754,13.1814891,8.4224889,17.1969227,14.0453573,30.3784118,7.5586208,8.774433799999999,16.3330545,14.0453572,9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2017-07-01,12233.0438817,5.6051751,65.049851,12.885204,8.5037315,17.632171,14.1089066,30.517375,7.2800289,9.128439499999999,16.408468400000004,14.108906600000001,-1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2017-08-01,12281.9367976,5.5297218,65.1673807,12.7185371,8.5784841,18.1990363,14.1082059,30.9175734,7.188815300000001,9.620552199999999,16.8093675,14.108205900000002,-1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2017-09-01,12321.8120525,5.4629728,65.2425249,12.5468353,8.5079435,18.0086803,13.9709162,30.5555156,7.0838624999999995,9.500736800000002,16.584599400000002,13.970916299999999,-9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2017-10-01,12325.3445829,5.4032441,65.1549156,12.2656487,8.4494623,17.48636,13.8527064,29.7520087,6.8624046,9.0368977,15.8993023,13.8527064,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2017-11-01,12368.3548335,5.4541362,65.3522365,12.4805801,8.5177186,17.8228543,13.9718549,30.3034343,7.026443899999999,9.3051357,16.3315794,13.9718548,1.0000000116860974e-7
July 2026,2026-08-20,2026-08-20,2026-08-27,2017-12-01,12398.089768,5.6168852,65.556936,12.547693,8.4675193,17.5063155,14.0844045,30.0540085,6.930807800000001,9.0387962,15.969603999999999,14.084404499999998,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2018-01-01,12437.5677958,5.5241039,65.5831168,12.3528352,8.6919581,18.4809539,14.2160619,30.8337891,6.828731299999999,9.788995799999999,16.6177272,14.216062,-1.0000000116860974e-7
July 2026,2026-08-20,2026-08-20,2026-08-27,2018-02-01,12421.8430221,5.5816517,65.4226559,13.1341378,8.4847191,17.2406929,14.0663708,30.3748307,7.552486099999999,8.7559738,16.308459900000003,14.0663708,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2018-03-01,12442.2954028,5.5304073,65.3776351,12.343737,8.5755987,17.566287,14.106006,29.910024,6.813329700000001,8.990688299999999,15.804018,14.106006,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2018-04-01,12460.4279179,5.5451616,65.4070164,12.4802675,8.4337734,17.6929387,13.978935,30.1732062,6.9351059,9.2591653,16.1942712,13.978935,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2018-05-01,12452.2784872,5.4366145,65.2134059,11.6000108,8.5273163,18.225551,13.9639309,29.8255618,6.1633963,9.698234699999999,15.8616309,13.9639308,9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2018-06-01,12521.8945596,5.3419845,65.4364513,11.322913,8.5868851,18.1729287,13.9288696,29.4958418,5.9809285,9.5860436,15.5669722,13.928869599999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2018-07-01,12523.157321,5.2942395,65.3115922,11.1285484,8.4787399,18.3777522,13.7729795,29.5063006,5.8343089,9.899012299999999,15.7333211,13.7729794,9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2018-08-01,12585.8176611,5.243611,65.5047136,11.7199609,8.1489993,17.9046562,13.3926103,29.6246171,6.476349900000001,9.755656900000002,16.2320068,13.3926103,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2018-09-01,12601.7012731,5.0180306,65.3334143,11.4999208,8.2664995,17.3958692,13.2845301,28.89579,6.4818902,9.1293697,15.611259900000002,13.284530100000001,-1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2018-10-01,12624.802269,5.0012911,65.3675099,11.5120387,8.2147523,17.9440564,13.2160434,29.4560951,6.510747599999999,9.7293041,16.2400517,13.2160434,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2018-11-01,12644.5294608,5.1088827,65.4697107,11.7879521,8.5166291,17.3716559,13.6255118,29.1596079,6.6790694,8.855026800000001,15.534096100000001,13.625511799999998,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2018-12-01,12670.1479172,5.0180818,65.4655567,11.4128426,8.3036531,17.2758033,13.3217349,28.6886459,6.394760799999999,8.9721502,15.366911000000002,13.3217349,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2019-01-01,12714.7220284,5.0493679,65.6043411,11.5963563,8.0863878,17.3318476,13.1357557,28.928204,6.5469884,9.245459799999999,15.7924483,13.1357557,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2019-02-01,12725.1485259,4.9928323,65.5062652,11.2163184,7.9757904,16.6635816,12.9686227,27.8799,6.223486100000001,8.6877912,14.9112773,12.968622700000001,-1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2019-03-01,12748.8017596,5.0889557,65.5817547,11.8762753,8.1987853,17.346001,13.287741,29.2222763,6.7873196,9.1472157,15.9345353,13.287741,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2019-04-01,12785.667267,5.2196095,65.7979113,11.8765756,8.4496635,17.935941,13.669273,29.8125166,6.656966100000001,9.4862775,16.143243599999998,13.669273,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2019-05-01,12791.8544046,5.1974091,65.7502816,11.9497524,8.7170283,18.0159348,13.9144373,29.9656872,6.7523433,9.2989065,16.051249900000002,13.9144374,-1.0000000116860974e-7
July 2026,2026-08-20,2026-08-20,2026-08-27,2019-06-01,12804.3913261,5.2595036,65.7938361,12.1809618,8.2119077,17.5054537,13.4714112,29.6864155,6.9214582,9.293546000000001,16.215004299999997,13.4714113,-9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2019-07-01,12837.5816467,5.2748173,65.8762774,12.0630814,8.3880129,18.0360795,13.6628302,30.0991609,6.7882641,9.6480666,16.4363307,13.662830199999998,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2019-08-01,12882.9986305,5.2574442,65.9984201,11.8577854,8.4635433,18.3965243,13.7209874,30.2543097,6.600341199999999,9.932981,16.533322300000002,13.7209875,-9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2019-09-01,12903.144422,5.2260073,65.9810734,11.836292,8.2813334,17.6692869,13.5073407,29.5055789,6.6102847,9.3879535,15.9982382,13.5073407,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2019-10-01,12853.6996302,5.3019244,65.7011526,12.5720293,8.442979,17.5906085,13.7449034,30.1626378,7.270104900000001,9.147629499999999,16.4177344,13.744903399999998,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2019-11-01,12874.3022859,5.1724506,65.6370066,11.7447681,8.3160757,16.8986934,13.4885263,28.6434615,6.5723175,8.582617699999998,15.1549352,13.4885263,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2019-12-01,12923.8569073,5.0396385,65.7178926,11.7584103,8.2713529,17.0225544,13.3109914,28.7809647,6.7187718,8.7512015,15.469973299999998,13.310991399999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2020-01-01,12931.1021472,5.248896,65.7965505,12.3504876,8.5436107,18.1259085,13.7925067,30.4763962,7.101591599999999,9.582297800000001,16.6838895,13.7925067,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2020-02-01,12930.5738611,5.1131966,65.5968448,12.3640213,8.5557672,18.3710408,13.6689639,30.7350621,7.250824699999999,9.8152736,17.0660982,13.6689638,9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2020-03-01,12925.5952755,5.1986354,65.5280286,11.7966681,8.7267794,19.0531002,13.9254148,30.8497683,6.5980327,10.3263208,16.924353500000002,13.925414799999999,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2020-04-01,12346.9480364,6.3016231,63.3089904,14.0523844,13.5822659,23.1801901,19.883889,37.2325745,7.7507613,9.597924200000001,17.3486855,19.883889,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2020-05-01,12051.60605,6.9919538,62.23132,15.6992409,13.2885048,21.7059809,20.2804586,37.4052218,8.707287099999999,8.4174761,17.1247632,20.2804586,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2020-06-01,12279.7148194,7.4234628,63.6823032,16.5737304,11.6062065,19.43719,19.0296693,36.0109205,9.1502676,7.8309835,16.9812512,19.029669300000002,-3.552713678800501e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2020-07-01,12416.5317028,7.4342642,64.4089321,16.3877619,11.1676876,19.3627231,18.6019518,35.7504851,8.9534977,8.1950355,17.1485333,18.601951800000002,-3.552713678800501e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2020-08-01,12552.4191136,6.7928513,64.6753844,14.0235752,11.080749,19.9866903,17.8736003,34.0102655,7.2307239,8.905941299999999,16.136665200000003,17.8736003,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2020-09-01,12520.044872,6.9235324,64.6087684,14.5938482,11.1791852,18.7188384,18.1027176,33.3126866,7.6703158,7.5396532,15.209969000000001,18.1027176,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2020-10-01,12658.0820155,6.948039,65.3333912,15.5727396,10.2298376,17.7149405,17.1778766,33.2876801,8.6247006,7.485102900000001,16.1098035,17.177876599999998,3.552713678800501e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2020-11-01,12742.1141824,6.811051,65.6655074,15.6181587,9.3199091,16.5947689,16.1309601,32.2129276,8.8071077,7.274859799999998,16.0819675,16.1309601,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2020-12-01,12797.4315185,6.5598971,65.7683784,13.9557885,8.5436705,15.874034,15.1035676,29.8298226,7.395891400000001,7.330363500000001,14.726255,15.103567599999998,1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2021-01-01,12841.023514,6.2767039,65.7730803,14.0898585,8.0900043,15.923609,14.3667082,30.0134676,7.8131546,7.8336047,15.646759399999999,14.366708200000001,-1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2021-02-01,12893.3100029,5.8478151,65.7201741,12.9500835,8.3825609,16.5247457,14.230376,29.4748292,7.1022684,8.1421848,15.244453199999999,14.230376,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2021-03-01,12952.9326609,5.6743885,65.8827451,11.9636566,7.871329,16.2393844,13.5457175,28.203041,6.2892681,8.3680554,14.657323499999999,13.5457175,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2021-04-01,12948.1660659,5.4649773,65.6815199,10.638865,7.8111124,16.9706912,13.2760897,27.6095562,5.173887699999999,9.159578800000002,14.3334665,13.2760897,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2021-05-01,13038.7324207,5.1138169,65.8649755,10.7358532,7.7129497,15.9326164,12.8267666,26.6684696,5.6220362999999995,8.219666700000001,13.841703000000003,12.8267666,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2021-06-01,13058.9328065,5.0234096,65.8730731,10.5374993,7.8854892,16.0072775,12.9088988,26.5447768,5.5140897,8.1217883,13.635878000000002,12.9088988,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2021-07-01,13085.1233505,4.721186,65.7746231,10.4159677,8.2627744,17.3916414,12.9839604,27.8076091,5.694781699999999,9.128867000000001,14.8236487,12.9839604,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2021-08-01,12952.863439,4.5727138,64.9875436,10.471008,9.1460967,17.4015505,13.7188106,27.8725585,5.8982942,8.2554538,14.1537479,13.7188105,9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2021-09-01,12827.4481059,4.7001826,64.4236298,10.9614338,9.0513618,17.793294,13.7515445,28.7547278,6.2612512,8.741932199999999,15.003183300000002,13.7515444,9.99999993922529e-8
July 2026,2026-08-20,2026-08-20,2026-08-27,2021-10-01,12777.9784617,5.2354333,64.4699797,13.0873845,9.3526786,17.3910558,14.5881119,30.4784404,7.8519512,8.0383772,15.8903285,14.588111900000001,-1.7763568394002505e-15
July 2026,2026-08-20,2026-08-20,2026-08-27,2021-11-01,13143.8538824,4.6336312,65.8284618,10.9156611,7.5224201,15.5846308,12.1560513,26.5002919,6.2820298999999995,8.0622107,14.344240600000001,12.1560513,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2021-12-01,13226.4667004,4.2101932,65.8803809,9.5264897,6.6776227,14.0965491,10.8878159,23.6230388,5.316296500000001,7.418926400000001,12.7352229,10.8878159,0
July 2026,2026-08-20,2026-08-20,2026-08-27,2022-01-01,13291.8344421,4.1667018,66.0368972,9.1078167,6.5689721,14.8342917,10.7356739,23.9421085,4.9411149000000005,8.2653196,13.2064346,10.7356739,0
